2,242938,"2009-08-11 05:28:18"
2,242939,"2009-04-16 06:50:37"
2,242940,"2010-04-15 08:18:29"
2,242941,"2008-03-22 01:37:42"
2,242942,"2011-02-20 23:27:22"
2,242943,"2012-07-31 12:21:15"
2,243557,"2008-07-06 23:15:44"
2,244191,"2011-07-27 11:22:45"
2,252287,"2008-06-01 05:12:06"
2,252531,"2012-05-23 14:56:29"
2,265547,"2012-09-28 21:05:36"
2,274828,"2013-02-15 11:18:15"
2,304074,"2010-06-13 16:11:33"
2,308700,"2012-01-01 04:33:39"
2,308706,"2013-01-22 09:47:10"
2,309668,"2012-04-07 07:14:00"
2,318541,"2009-05-09 11:59:51"
2,345002,"2013-11-20 23:04:32"
2,384319,"2008-12-18 20:05:39"
2,427820,"2012-12-18 21:21:12"
2,470452,"2013-05-13 20:58:28"
2,550940,"2012-06-20 08:47:48"
2,585954,"2008-05-28 08:04:54"
2,665276,"2010-01-28 16:27:47"
2,675707,"2013-03-03 22:06:10"
2,715054,"2009-02-11 21:02:01"
2,742001,"2008-04-03 01:13:22"
2,765064,"2013-01-22 09:46:21"
2,776724,"2012-02-13 07:54:09"
2,827248,"2012-09-22 06:51:42"
2,873168,"2012-10-02 21:45:46"
2,877145,"2008-08-29 00:41:05"
2,881726,"2013-07-14 13:38:35"
2,936840,"2009-03-10 13:53:36"
2,946497,"2011-01-11 18:38:59"
2,1023453,"2011-08-04 19:40:46"
2,1118204,"2008-06-01 03:38:07"
2,1202860,"2013-05-29 01:21:30"
2,1241854,"2010-07-27 21:40:07"
2,1247322,"2012-11-03 08:15:54"
2,1292004,"2009-09-30 16:28:31"
2,1330471,"2009-02-21 17:35:12"
2,1370697,"2013-07-06 08:47:38"
2,1435459,"2009-08-30 07:39:38"
2,1467306,"2013-02-02 08:07:41"
2,1576167,"2013-11-16 20:46:57"
2,1627961,"2010-02-12 18:10:35"
2,1855584,"2009-04-13 17:50:24"
2,1875707,"2008-05-23 05:34:30"
2,2161993,"2013-04-18 15:47:00"
2,2364357,"2013-08-02 20:47:21"
2,2365045,"2013-08-22 12:01:20"
2,2365714,"2013-09-19 10:20:11"
2,2366542,"2013-08-02 08:16:00"
2,2368128,"2013-08-13 20:36:21"
2,2383367,"2008-09-26 04:20:06"
2,2389979,"2013-08-03 07:41:43"
2,2492410,"2013-07-09 21:42:48"
2,2626621,"2012-08-20 12:02:30"
2,2657953,"2010-10-16 07:51:10"
2,2742813,"2013-10-17 10:08:57"
2,2924469,"2012-05-23 14:56:29"
2,3134945,"2009-05-21 09:49:24"
2,3237739,"2012-05-23 14:56:29"
2,3333022,"2009-08-25 21:05:42"
2,3488389,"2011-09-10 05:44:24"
2,3534161,"2011-02-19 19:37:38"
2,3804014,"2009-12-10 10:30:56"
2,4979542,"2009-01-26 06:56:42"
2,5099456,"2012-12-28 12:35:57"
2,6923948,"2012-05-23 14:56:29"
4,1,"2008-12-15 13:28:33"
4,2,"2008-04-28 19:25:53"
4,6,"2010-02-05 07:35:04"
4,348,"2008-04-28 19:25:53"
4,2823,"2008-05-18 05:00:12"
4,5353,"2009-09-10 09:25:00"
4,5360,"2010-12-17 10:11:43"
4,5697,"2008-04-28 19:25:53"
4,8889,"2008-06-21 21:55:36"
4,9273,"2008-04-28 19:25:53"
4,11149,"2008-04-28 19:25:53"
4,11718,"2008-04-28 19:25:53"
4,14284,"2008-04-28 19:25:53"
4,14438,"2008-07-28 00:52:58"
4,17819,"2008-04-30 03:02:45"
4,23374,"2009-10-21 23:39:47"
4,25789,"2008-04-28 19:25:53"
4,25843,"2012-12-19 08:10:25"
4,28464,"2008-04-28 19:25:53"
4,29128,"2010-05-15 16:43:57"
4,32626,"2008-10-24 12:13:31"
4,32770,"2009-08-10 22:42:32"
4,34465,"2012-08-14 01:48:37"
4,38076,"2008-04-28 19:25:53"
4,41811,"2008-04-28 19:25:53"
4,46833,"2008-11-19 06:38:44"
4,48293,"2008-04-28 19:25:53"
4,50650,"2008-04-28 19:25:53"
4,52969,"2008-04-28 19:25:53"
4,57714,"2008-04-28 19:25:53"
4,59202,"2008-08-17 18:30:33"
4,59216,"2008-04-28 19:25:53"
4,59506,"2008-04-28 19:25:53"
4,69199,"2009-05-21 01:35:09"
4,82366,"2008-04-28 19:25:53"
4,89346,"2008-12-08 14:48:38"
4,91474,"2008-04-28 19:25:53"
4,96349,"2008-04-28 19:25:53"
4,97089,"2009-12-22 07:40:36"
4,137992,"2008-04-28 19:25:53"
4,145111,"2012-02-06 10:12:52"
4,149254,"2008-07-17 11:22:06"
4,152112,"2008-04-28 19:25:53"
4,152831,"2008-04-28 19:25:53"
4,158860,"2008-11-14 14:19:43"
4,192926,"2008-05-01 16:50:00"
4,211683,"2009-10-26 14:09:44"
4,233394,"2010-07-27 13:11:19"
4,243081,"2008-05-01 15:01:51"
4,244184,"2008-08-13 18:16:30"
4,244186,"2008-04-29 08:24:16"
4,244190,"2009-12-29 16:15:54"
4,244191,"2011-07-27 11:22:45"
4,258053,"2011-10-11 14:31:34"
4,282977,"2008-06-16 18:45:33"
4,349284,"2008-09-27 17:35:49"
4,436387,"2010-10-14 11:14:15"
4,490086,"2011-06-03 11:56:38"
4,1034301,"2013-11-15 12:24:20"
4,1173683,"2009-09-15 16:11:58"
4,1566701,"2008-06-12 11:47:29"
4,1611432,"2013-02-25 21:35:35"
4,1623912,"2012-11-13 12:34:44"
4,4247205,"2012-10-29 08:59:07"
4,6000089,"2013-04-28 12:11:39"
4,7313330,"2008-08-18 11:35:51"
4,7313331,"2011-10-20 17:34:53"
5,9285,"2008-06-17 18:47:08"
5,11766,"2008-05-24 05:24:29"
5,46245,"2009-06-03 06:20:37"
6,1,"2010-02-05 07:35:04"
6,2,"2010-02-05 07:35:04"
6,4,"2010-02-05 07:35:04"
6,41811,"2010-02-05 07:35:04"
7,2,"2008-09-30 02:05:24"
7,113,"2008-10-02 23:17:52"
7,129,"2008-09-30 02:05:24"
7,142,"2008-09-30 02:05:24"
7,392,"2009-05-11 21:20:36"
7,1019,"2008-09-30 02:05:24"
7,1063,"2008-09-30 02:05:24"
7,1561,"2008-09-30 02:05:24"
7,1563,"2008-09-30 02:05:24"
7,1564,"2008-09-30 02:05:24"
7,1565,"2008-09-30 02:05:24"
7,1570,"2008-09-30 02:05:24"
